consumption,price,unspecified,hydro,wind_onshore,thermal,solar,export/import
"-1,552","363,25",0.03,2476,1593,166,0.002,2682.46
"-1,565","343,91",0.03,2672,1602,172,0.009,2882.02
"-1,585","334,76",0.03,2742,1459,178,0.155,2793.71
"-1,604","345,57",0.13,3029,1365,177,0.886,2967.61
"-1,64","363,25",0.13,3432,1277,171,2.157,3242.27
"-1,665","344,95",0.11,3478,1256,166,3.441,3238.47
"-1,659","328,93",0.11,3285,1161,172,4.167,2963.00
"-1,638","304,08",0.14,2958,1103,172,4.107,2598.37
"-1,634","299,19",0.11,2620,1095,169,3.248,2253.99
"-1,626","276,21",0.05,2241,1101,175,2.487,1893.25
"-1,624","271,11",0.12,2271,1057,173,2.002,1879.00
"-1,638","304,18",0.09,2583,973,177,1.915,2098.22
"-1,647","332,99",0.07,3129,856,174,0.928,2512.82
"-1,682","379,37",0.03,3882,613,174,0.267,2986.96
"-1,725","389,25",0.01,4241,533,178,0.007,3226.78
"-1,741","387,27",0.00,4260,580,179,0.003,3279.12
"-1,706","364,91",0.01,4057,601,177,0.003,3128.59
"-1,669","350,25",0.01,3883,632,180,0.003,3026.35
"-1,647","322,07",0.02,3369,762,184,0.004,2668.92
"-1,608","278,7",0.02,2579,1010,178,0.003,2159.74
"-1,593","319,52",0.03,1945,1128,175,0.003,1654.95
"-1,592","300,58",0.02,1534,1359,177,0.002,1477.61
"-1,607","260,92",0.02,1489,1593,174,0.003,1648.96
"-1,633","233,86",0.03,1409,1713,171,0.002,1660.46
"-1,645","259,15",0.02,1417,1715,178,0.003,1663.74
"-1,656","280,59",0.02,1523,1747,181,0.009,1795.44
"-1,67","325,14",0.04,1827,1651,186,0.191,1994.42
"-1,678","344,19",0.02,2357,1640,184,1.141,2503.44
"-1,673","341,17",0.01,2283,1809,180,3.105,2602.27
"-1,687","327,74",0.02,2279,1933,175,5.066,2704.33
"-1,679","327,12",0.05,2295,1993,182,6.017,2797.42
"-1,661","310,57",0.02,2215,2017,182,6.888,2760.56
"-1,647","284,45",0.03,2011,2019,184,7.058,2573.72
"-1,626","196,92",0.01,1930,2002,188,6.707,2500.20
"-1,637","73,37",0.01,1749,1972,188,5.171,2277.09
"-1,649","119,79",0.01,1993,1953,182,3.261,2482.12
"-1,663","278,2",0.02,2496,1920,185,1.471,2938.97
"-1,663","360,94",0.02,3586,1854,185,0.469,3963.45
"-1,703","395,29",0.01,4096,1788,192,0.026,4373.47
"-1,73","401,64",0.00,4488,1672,197,0.003,4626.92
"-1,704","395,29",0.00,4452,1733,185,0.004,4667.07
"-1,673","388,52",0.02,4286,1596,185,0.003,4393.79
"-1,619","381,03",0.02,3788,1600,188,0.003,3957.40
"-1,587","323,27",0.03,2871,1425,192,0.003,2901.90
"-1,596","311,82",0.01,2594,1369,192,0.002,2559.64
"-1,616","323,37",0.02,2507,1270,138,0.002,2298.05
"-1,629","331,38",0.02,2613,1154,128,0.002,2266.20
"-1,698","337,21",0.01,2920,1054,132,0.002,2408.18
"-1,748","391,44",0.01,3518,1032,136,0.002,2938.03
"-1,863","432,76",0.02,4850,1139,141,0.013,4266.81
"-1,969","441,92",0.01,5157,1270,142,0.136,4598.61
"-1,902","475,22",0.01,4986,1339,140,0.521,4562.98
"-1,886","457,11",0.01,4952,1454,156,1.216,4676.85
"-1,861","433,07",0.02,4869,1506,138,2.044,4653.55
"-1,876","417,04",0.01,4551,1581,130,3.082,4389.94
"-1,892","407,99",0.02,4246,1576,130,3.995,4063.25
"-1,869","405,7",0.02,4068,1519,131,4.556,3853.14
"-1,86","387,17",0.01,3871,1499,130,4.615,3644.74
"-1,872","384,36",0.02,3831,1548,129,3.695,3639.38
"-1,788","393,31",0.02,4072,1419,126,2.318,3831.49
"-1,727","399,97",0.03,4188,1268,136,1.138,3866.49
"-1,685","422,76",0.01,4481,1172,186,0.224,4154.17
"-1,689","430,36",0.03,4725,1145,188,0.013,4368.75
"-1,728","426,72",0.02,4532,1088,190,0.003,4082.30
"-1,704","410,17",0.02,4231,1023,186,0.003,3735.29
"-1,648","372,6",0.02,3693,975,180,0.002,3200.37
"-1,593","330,97",0.02,3031,1000,178,0.002,2617.00
"-1,556","303,05",0.03,2319,1039,175,0.002,1977.04
"-1,551","280,35",0.03,1924,1067,180,0.002,1620.64
"-1,565","264,74",0.03,1976,1121,183,0.002,1714.75
"-1,594","265,05",0.02,2154,979,184,0.002,1722.30
"-1,641","290,24",0.03,2192,998,188,0.002,1737.26
"-1,687","361,56",0.03,2730,1051,193,0.002,2287.23
"-1,805","412,57",0.01,3890,1094,204,0.015,3383.81
"-1,9","439,11",0.02,4664,1208,198,0.249,4169.10
"-1,893","438,91",0.01,4708,1124,196,1.086,4134.84
"-1,84","421,63",0.00,4607,1025,196,2.853,3991.07
"-1,801","410,17",0.01,4409,977,201,5.289,3791.78
"-1,771","402,78",0.02,4006,1014,200,7.346,3456.10
"-1,719","398,51",0.01,3625,1117,196,8.049,3225.80
"-1,7","389,25",0.01,3451,1244,201,7.898,3203.67
"-1,681","364,89",0.03,3367,1318,199,6.325,3209.37
"-1,668","361,04",0.02,3337,1215,198,4.069,3086.51
"-1,681","362,49",0.01,3432,1135,200,2.271,3089.35
"-1,672","382,9",0.02,3602,1061,199,0.971,3191.27
"-1,67","406,32",0.02,4146,1081,198,0.227,3756.04
"-1,695","411,94",0.00,4294,1066,202,0.019,3867.81
"-1,738","401,64",0.01,4131,1251,207,0.003,3849.90
"-1,72","378,94",0.01,3675,1404,204,0.002,3563.36
"-1,695","326,68",0.00,3045,1397,187,0.002,2933.80
"-1,654","288,27",0.01,2506,1399,183,0.002,2433.70
"-1,625","333,08",0.02,2163,1304,178,0.002,2019.83
"-1,614","328,91",0.02,2027,1245,175,0.001,1834.08
"-1,603","324,52",0.02,2080,1144,177,0.001,1798.35
"-1,622","325,67",0.02,2172,991,181,0.001,1721.55
"-1,664","340,08",0.03,2485,963,181,0.001,1964.77
"-1,735","375,89",0.02,3098,865,199,0.001,2425.90
"-1,826","429,88",0.02,4055,557,175,0.019,2961.48
"-1,888","467,78",0.01,4717,621,121,0.292,3571.24
"-1,856","505,79",0.02,4906,516,111,1.275,3679.64
"-1,791","485,22",0.03,4855,385,109,3.145,3561.36
"-1,761","481,98",0.01,4801,328,110,5.368,3483.54
"-1,74","465,48",0.02,4599,389,176,7.271,3430.85
"-1,719","442,72",0.03,4423,503,204,7.780,3418.36
"-1,678","435,72",0.03,4275,653,171,7.339,3427.36
"-1,67","425,7",0.04,4269,645,186,6.330,3435.85
"-1,682","422,67",0.03,4388,645,189,4.545,3544.31
"-1,676","425,28",0.03,4572,612,182,2.714,3693.26
"-1,649","428,94",0.03,4685,556,188,1.171,3782.14
"-1,639","430,82",0.01,4566,644,191,0.240,3762.14
"-1,683","432,17",0.01,4544,739,196,0.016,3796.19
"-1,727","426,95",0.00,4403,833,189,0.002,3698.24
"-1,685","416,72",0.02,4136,914,187,0.001,3552.27
"-1,636","374,75",0.02,3625,947,178,0.001,3115.63
"-1,581","364,93",0.02,3095,805,178,0.001,2497.19
"-1,556","340,13",0.02,2599,683,174,0.001,1899.78
"-1,552","336,79",0.03,2375,551,173,0.001,1548.11
"-1,552","335,75",0.02,2402,460,166,0.001,1476.22
"-1,561","331,58",0.01,2478,406,170,0.001,1492.31
"-1,581","355,76",0.01,2792,345,166,0.001,1722.83
"-1,644","384,22",0.02,3221,296,178,0.001,2050.81
"-1,739","422,58",0.02,4289,288,174,0.008,3012.70
"-1,789","468,65",0.02,4785,260,155,0.092,3410.02
"-1,803","511,5",0.02,4916,204,146,0.501,3462.96
"-1,78","477,41",0.02,4889,131,121,1.039,3362.51
"-1,785","456,35",0.01,4853,121,162,1.193,3351.29
"-1,796","437,07",0.02,4783,117,166,1.384,3272.12
"-1,766","424,77",0.01,4655,108,162,1.815,3160.23
"-1,77","420,39",0.01,4659,99,167,2.187,3157.39
"-1,757","403,71",0.01,4436,124,122,2.050,2927.24
"-1,755","399,96",0.01,4456,139,101,1.658,2942.66
"-1,772","406,84",0.01,4631,159,110,1.150,3129.16
"-1,778","415,49",0.01,4574,181,133,0.602,3110.94
"-1,77","423,52",0.01,4572,230,123,0.161,3155.40
"-1,791","424,35",0.01,4551,379,144,0.019,3283.97
"-1,785","419,97",0.01,4351,567,129,0.002,3262.08
"-1,725","413,41",0.03,4134,661,125,0.002,3195.19
"-1,672","391,62",0.03,3811,685,128,0.002,2951.74
"-1,607","374,42",0.01,3320,723,132,0.002,2566.76
"-1,605","368,41",0.01,2845,703,129,0.002,2071.41
"-1,592","369,55",0.01,2629,747,126,0.002,1910.14
"-1,587","359,34",0.01,2619,788,129,0.002,1949.12
"-1,619","360,39",0.02,2588,830,139,0.002,1937.02
"-1,646","386,12",0.04,2760,826,144,0.002,2083.90
"-1,702","408,21",0.02,3218,840,145,0.002,2501.16
"-1,811","426,02",0.03,4382,823,153,0.013,3547.31
"-1,906","442,17",0.03,4738,763,165,0.127,3760.47
"-1,939","457,7",0.01,4775,698,158,0.502,3692.60
"-1,929","449,78",0.01,4743,608,140,1.280,3563.62
"-1,935","441,13",0.01,4776,529,135,2.316,3508.47
"-1,905","430,19",0.01,4641,434,135,3.637,3309.81
"-1,915","424,36",0.01,4548,394,135,4.315,3166.24
"-1,83","417,59",0.02,4431,358,136,4.307,3098.91
"-1,869","407,27",0.04,4330,375,133,3.601,2972.71
"-1,851","404,67",0.03,4351,426,134,2.939,3062.92
"-1,853","407,58",0.02,4634,479,134,1.763,3395.98
"-1,828","416,54",0.03,4772,497,129,0.803,3570.15
"-1,821","423,32",0.02,4620,578,128,0.201,3506.36
"-1,814",423,0.01,4599,603,128,0.015,3515.67
"-1,811","418,94",0.02,4326,632,125,0.001,3272.21
"-1,772","421,54",0.02,4091,524,125,0.001,2968.99
"-1,747","411,33",0.01,3918,432,126,0.001,2729.44
"-1,697","402,69",0.01,3638,361,122,0.001,2423.21
"-1,648","395,76",0.00,3238,285,116,0.001,1989.77
"-1,629","395,45",0.02,2952,238,117,0.001,1678.32
"-1,622","389,82",0.02,2847,286,113,0.001,1624.09
"-1,611","376,37",0.03,2624,333,110,0.001,1455.85
"-1,631","376,68",0.03,2697,435,109,0.001,1611.04
"-1,638","388,57",0.02,2880,497,112,0.001,1850.85
"-1,661","396,81",0.02,3075,500,113,0.003,2026.70
"-1,711","404,73",0.01,3583,570,114,0.015,2555.96
"-1,786","420,68",0.01,4243,629,114,0.053,3200.50
"-1,83","430,59",0.01,4476,681,113,0.167,3440.80
"-1,845","429,23",0.01,4597,759,112,0.424,3622.66
"-1,821","419,64",0.03,4353,896,110,0.974,3539.30
"-1,809",404,0.03,4154,986,110,1.348,3442.21
"-1,787","385,44",0.06,3999,910,109,1.371,3232.39
"-1,773","374,7",0.05,3853,894,107,1.140,3082.15
"-1,768","375,02",0.04,3983,808,107,0.851,3130.26
"-1,791","390,24",0.02,4020,782,108,0.496,3119.21
"-1,805","399,93",0.06,4185,768,108,0.156,3256.88
"-1,787","420,06",0.01,4444,580,111,0.045,3349.08
"-1,758","426,42",0.02,4545,445,111,0.005,3343.42
"-1,75","428,19",0.00,4582,419,112,0.002,3363.86
"-1,729","416,93",0.01,4347,439,113,0.002,3169.78
"-1,68","408,8",0.02,4030,424,113,0.001,2886.97
"-1,638","378,67",0.02,3307,378,111,0.001,2158.71
"-1,618","402,89",0.03,2617,370,112,0.001,1481.12
"-1,621","401,84",0.03,2254,380,110,0.001,1122.94
"-1,62","397,04",0.02,2239,390,102,0.001,1111.65
"-1,597","396,84",0.03,2287,423,102,0.001,1215.82
"-1,627","403,2",0.01,2389,470,105,0.001,1337.24
"-1,62","403,41",0.02,2477,527,106,0.001,1489.53
"-1,625","399,86",0.02,2724,542,102,0.009,1743.54
"-1,654","411,44",0.05,3163,546,103,0.074,2158.51
"-1,71","422,71",0.03,3883,599,102,0.225,2874.88
"-1,755","424,28",0.02,4052,590,99,0.370,2986.07
"-1,76","413,84",0.02,3926,708,101,0.417,2975.36
"-1,767","412,59",0.02,3917,754,100,0.340,3003.13
"-1,745","408,94",0.02,3968,785,100,0.410,3108.50
"-1,749","405,71",0.02,3802,915,100,0.471,3069.15
"-1,763","402,37",0.01,3678,1122,101,0.357,3138.53
"-1,784","400,17",0.01,3691,1275,102,0.267,3283.55
"-1,789","399,55",0.01,3688,1371,102,0.155,3371.79
"-1,805","398,19",0.01,3770,1456,104,0.071,3524.66
"-1,802","426,57",0.01,4230,1606,106,0.021,4140.12
"-1,82","440,56",0.02,4379,1707,107,0.003,4373.48
"-1,838","441,91",0.01,4466,1763,107,0.002,4497.62
"-1,787","428,04",0.02,4398,1715,107,0.002,4433.08
"-1,773","418,02",0.03,3995,1738,105,0.002,4064.78
"-1,717","411,76",0.02,3609,1745,107,0.001,3744.62
"-1,681","392,04",0.02,3235,1790,114,0.001,3458.00
"-1,667","383,9",0.01,3242,1806,116,0.001,3497.32
"-1,655","374,09",0.01,3240,1802,118,0.001,3505.96
"-1,697","371,37",0.01,3226,1831,122,0.001,3481.72
"-1,712","388,17",0.03,3254,1851,131,0.001,3522.80
"-1,785","423,65",0.02,3678,1887,138,0.002,3918.17
"-1,915","444,42",0.01,4540,1878,142,0.012,4644.07
"-1,986","463,62",0.01,4944,1844,143,0.133,4945.10
"-1,991","467,9",0.00,4886,1751,142,0.668,4787.86
"-1,985","464,24",0.01,4794,1764,140,1.982,4715.16
"-1,948","460,91",0.03,4759,1825,137,4.157,4777.10
"-1,876","448,49",0.02,4754,1847,138,6.140,4868.10
"-1,851","441,91",0.04,4709,1821,190,6.799,4876.23
"-1,833","436,7",0.03,4598,1829,188,7.217,4789.13
"-1,828","421,77",0.02,4343,1833,163,6.900,4518.64
"-1,805","419,17",0.03,4321,1834,161,5.864,4516.32
"-1,805","425,32",0.03,4445,1868,169,4.110,4681.55
"-1,804","436,28",0.02,4659,1855,143,1.958,4854.53
"-1,781","449,74",0.02,4694,1756,139,0.555,4809.14
"-1,786","458,61",0.03,4765,1655,148,0.052,4781.16
"-1,831","451,31",0.01,4670,1592,143,0.002,4574.18
"-1,842","442,23",0.02,4466,1647,129,0.002,4400.56
"-1,806","427,93",0.02,4062,1761,128,0.002,4144.61
"-1,781","400,28",0.03,3510,1826,128,0.001,3682.76
"-1,725","347,17",0.02,2885,1865,133,0.001,3158.11
"-1,688","356,15",0.02,2586,1869,140,0.001,2907.07
"-1,689","362,83",0.02,2493,1873,143,0.001,2819.13
"-1,703","364,08",0.02,2468,1855,143,0.001,2763.43
"-1,705","364,61",0.03,2637,1830,147,0.001,2909.48
"-1,765","426,02",0.01,3409,1822,166,0.002,3631.39
"-1,867","461,11",0.01,4396,1847,166,0.021,4542.25
"-1,952","490,88",0.01,4878,1848,183,0.205,4957.56
"-1,958","520,12",0.00,4828,1826,192,0.635,4887.80
"-1,913","491,19",0.00,4758,1792,207,1.404,4844.92
"-1,931","476,36",0.00,4779,1794,221,2.559,4866.01
"-1,917","463,72",0.01,4632,1809,218,3.566,4746.10
"-1,912","450,67",0.03,4504,1762,219,3.919,4577.55
"-1,884","441,69",0.03,4362,1774,219,3.993,4474.87
"-1,877","427,17",0.02,4249,1734,216,3.772,4327.04
"-1,867","424,87",0.03,4228,1727,214,2.947,4304.37
"-1,863","433,23",0.02,4331,1674,216,1.879,4360.20
"-1,857","439,28",0.01,4543,1622,217,0.876,4526.21
"-1,854","454,64",0.01,4591,1520,218,0.260,4475.66
"-1,843","470,51",0.03,4641,1463,212,0.031,4473.28
"-1,866","464,45",0.01,4646,1381,203,0.003,4364.94
"-1,85","445,97",0.01,4565,1399,208,0.002,4322.23
"-1,794","439,39",0.00,4202,1348,205,0.002,3962.08
"-1,761","418,39",0.01,3759,1296,199,0.001,3492.04
"-1,727","390,75",0.01,2929,1302,202,0.001,2705.80
"-1,706","387,32",0.03,2623,1346,203,0.001,2466.35
"-1,71","380,65",0.03,2536,1405,200,0.001,2430.95
"-1,711","372,73",0.04,2532,1487,199,0.001,2506.35
"-1,725","415,44",0.03,2668,1560,205,0.001,2708.04
"-1,771","440,24",0.02,3273,1568,213,0.003,3283.22
"-1,862","462,22",0.02,4366,1511,218,0.040,4232.59
"-1,937","508,26",0.02,4982,1311,219,0.366,4574.56
"-1,92","582,85",0.02,5096,1094,219,1.454,4490.50
"-1,898","514,41",0.01,4894,1083,225,3.382,4308.67
"-1,87","480,76",0.01,4820,1187,229,5.104,4371.74
"-1,852","463,57",0.03,4728,1057,224,6.317,4162.73
"-1,831","457,11",0.04,4469,952,221,8.152,3818.84
"-1,809","453,47",0.03,4379,858,218,8.873,3654.58
"-1,805","441,8",0.03,4319,691,217,8.616,3430.41
"-1,809","442,01",0.03,4425,583,207,7.361,3413.26
"-1,794","452,74",0.03,4601,504,140,5.156,3455.37
"-1,791","458,47",0.04,4712,428,140,2.748,3492.43
"-1,774","469,72",0.02,4788,389,190,0.940,3593.86
"-1,782","491,7",0.03,4812,357,210,0.115,3596.46
"-1,822","477,53",0.01,4738,412,207,0.002,3535.08
"-1,829","461,07",0.02,4422,544,206,0.002,3342.32
"-1,812","454,72",0.00,4017,569,208,0.001,2982.71
"-1,767","437,63",0.01,3849,503,203,0.001,2788.02
"-1,73","443,25",0.00,3489,438,201,0.001,2399.01
"-1,718","437,72",0.01,3250,346,200,0.001,2077.76
"-1,734","437,3",0.02,3180,317,204,0.001,1966.15
"-1,763","437,93",0.03,3188,301,204,0.001,1929.37
"-1,808","441,48",0.02,3395,340,201,0.001,2127.34
"-1,875","458,38",0.03,3832,365,208,0.002,2529.89
"-1,965","500,03",0.02,4612,354,216,0.060,3217.50
"-1,983","588,64",0.01,5276,273,219,0.488,3785.48
"-1,946","633,51",0.00,5215,132,219,1.788,3622.21
"-1,935","552,84",0.01,5170,70,203,4.019,3512.47
"-1,861","519,23",0.02,5114,124,165,6.442,3547.99
"-1,792","495,75",0.02,4952,119,158,8.290,3445.14
"-1,78","521,11",0.03,4681,69,155,9.409,3133.64
"-1,771","507,96",0.04,4627,63,153,9.641,3081.57
"-1,739","479,68",0.03,4431,69,160,8.935,2929.71
"-1,739","472,58",0.03,4456,67,165,7.593,2957.45
"-1,713","480,61",0.02,4460,60,169,5.400,2981.16
"-1,729","482,91",0.02,4429,68,173,2.918,2943.61
"-1,732","497,73",0.02,4680,75,158,1.065,3182.59
"-1,755","563,8",0.01,4759,87,196,0.138,3286.68
"-1,797","553,05",0.02,4750,126,199,0.003,3277.57
"-1,851","500,55",0.03,4606,152,197,0.001,3103.30
"-1,813","492,62",0.02,4359,159,191,0.001,2896.17
"-1,759","470,8",0.02,4047,153,189,0.001,2630.56
"-1,735","459,65",0.03,3418,166,185,0.001,2033.21
"-1,728","456,31",0.00,3237,131,182,0.001,1823.21
"-1,739","455,37",0.02,3148,88,181,0.001,1677.36
"-1,757","456,52",0.02,3168,85,189,0.001,1684.34
"-1,801","461,64",0.03,3421,78,193,0.001,1890.09
"-1,853","479,71",0.01,3825,90,201,0.003,2262.88
"-1,935","496,43",0.02,4856,91,207,0.072,3218.66
"-1,958","616,15",0.01,5206,74,208,0.565,3529.61
"-1,922","627,64",0.02,5151,41,208,1.994,3479.68
"-1,901","538,53",0.02,5128,18,191,4.201,3439.88
"-1,868","511,57",0.02,5019,9,189,6.665,3355.60
"-1,822","490,89",0.02,4799,8,183,8.466,3176.09
"-1,772","480,03",0.04,4559,6,177,9.643,2979.86
"-1,732","472,19",0.02,4488,5,161,9.961,2933.10
"-1,701","461,22",0.02,4200,7,158,9.369,2674.73
"-1,676","455,16",0.02,4080,13,179,8.013,2604.14
"-1,647","455,58",0.02,4134,13,160,5.686,2665.83
"-1,65","459,65",0.02,4305,12,171,3.174,2840.77
"-1,643","477,62",0.02,4673,16,172,1.232,3218.94
"-1,658","489,74",0.01,4822,22,172,0.179,3357.87
"-1,706","491,2",0.03,4854,36,170,0.004,3354.34
"-1,727","473,86",0.03,4810,64,170,0.001,3317.06
"-1,711","467,18",0.03,4594,79,177,0.001,3139.98
"-1,681","457,88",0.03,4072,75,173,0.001,2638.41
"-1,674","469,49",0.03,3870,86,172,0.001,2452.46
"-1,68","460,16",0.02,3609,63,182,0.001,2173.38
"-1,692","455,12",0.02,3526,46,185,0.001,2065.58
"-1,704","451,77",0.02,3506,35,183,0.001,2020.09
"-1,734","454,18",0.01,3618,35,186,0.001,2105.13
"-1,725","453,97",0.02,3861,28,188,0.003,2351.29
"-1,757","460,05",0.02,4247,21,183,0.093,2694.08
"-1,764","471,69",0.04,4502,16,177,0.673,2932.05
"-1,764","483,75",0.03,4695,11,180,2.111,3124.29
"-1,757","481,23",0.02,4620,4,182,4.346,3053.28
"-1,725","468,12",0.01,4208,2,175,6.720,2666.08
"-1,647","461,73",0.02,3971,2,177,8.599,2512.30
"-1,554","459,42",0.03,4057,3,178,9.721,2693.27
"-1,496","455,54",0.04,3884,5,165,9.986,2567.99
"-1,458","452,71",0.04,3729,5,162,9.464,2446.98
"-1,456","450,41",0.04,3577,8,159,8.038,2295.45
"-1,481","451,03",0.04,3541,9,158,5.720,2231.62
"-1,514","455,65",0.04,3803,20,162,3.232,2474.39
"-1,519","462,67",0.04,4032,37,157,1.213,2707.77
"-1,553","471,69",0.03,4285,50,157,0.184,2939.07
"-1,603","474,62",0.01,4428,92,161,0.004,3078.87
"-1,638","462,46",0.01,4334,158,162,0.002,3016.04
"-1,628","450,41",0.00,3904,150,160,0.002,2586.43
"-1,592","434,78",0.01,3624,117,160,0.001,2309.38
"-1,564","421,54",0.01,3070,90,162,0.001,1758.23
"-1,573","398,71",0.04,2880,81,167,0.001,1554.04
"-1,58","398,39",0.03,2810,49,172,0.001,1449.65
"-1,619","398,6",0.03,2850,28,172,0.001,1430.98
"-1,636","410,33",0.03,2983,21,177,0.001,1545.92
"-1,633","413,58",0.06,3150,18,181,0.003,1715.38
"-1,656","400,91",0.06,3482,12,178,0.096,2015.12
"-1,669","433,79",0.07,3840,15,170,0.676,2356.98
"-1,681","452,54",0.06,4035,9,171,2.208,2536.23
"-1,662","457,25",0.09,3985,5,163,4.391,2494.48
"-1,62","455,05",0.03,3787,4,156,6.788,2335.38
"-1,605","451,7",0.11,3767,9,149,8.613,2329.26
"-1,578","448,98",0.06,3767,8,155,9.710,2362.24
"-1,559","446,67",0.08,3649,6,153,9.949,2259.68
"-1,563","444,79",0.05,3706,5,146,9.485,2303.36
"-1,571","443,11",0.07,3800,7,150,8.013,2394.87
"-1,569","439,55",0.04,3811,13,151,5.817,2412.33
"-1,584","443,22",0.04,4088,12,156,3.283,2676.12
"-1,581","453,06",0.03,4458,12,152,1.276,3043.83
"-1,582","468,14",0.04,4531,19,145,0.214,3113.78
"-1,622","477,78",0.01,4538,47,155,0.005,3118.17
"-1,67","465,11",0.04,4482,80,161,0.002,3052.84
"-1,636","459,97",0.00,4415,64,161,0.002,3003.52
"-1,605","442,27",0.01,4219,49,154,0.001,2817.42
"-1,594","439,45",0.02,3696,28,154,0.001,2284.80
"-1,601","439,03",0.02,3657,16,157,0.001,2229.78
"-1,608","439,45",0.03,3629,15,159,0.001,2195.93
"-1,598","442,38",0.02,3651,16,161,0.001,2230.51
"-1,626","454,11",0.03,3781,10,161,0.001,2326.84
"-1,68","472,33",0.03,4131,5,167,0.005,2622.88
"-1,791","499,77",0.04,4882,6,177,0.123,3273.83
"-1,85","615,39",0.02,5294,7,186,0.702,3636.55
"-1,851","573,71",0.03,5211,2,157,2.237,3521.04
"-1,859","495,27",0.02,5120,0,172,4.433,3437.59
"-1,8","480,5",0.03,4993,0,168,6.904,3368.98
"-1,753","469,3",0.03,4812,2,158,8.819,3227.15
"-1,722","465,73",0.04,4652,3,98,9.907,3041.97
"-1,713","464,06",0.04,4599,5,97,10.188,2998.76
"-1,691","459,24",0.04,4474,10,122,9.540,2924.67
"-1,672","456,83",0.02,4328,13,133,8.153,2810.60
"-1,638","459,56",0.03,4386,14,109,5.930,2875.94
"-1,626","465,52",0.02,4444,14,95,3.420,2929.99
"-1,623","480,5",0.05,4826,16,95,1.350,3315.87
"-1,653","491,29",0.03,4854,23,100,0.246,3324.30
"-1,667","492,34",0.02,4741,28,118,0.006,3220.27
"-1,713","478,62",0.03,4490,21,172,0.002,2970.68
"-1,682","460,6",0.02,4130,13,167,0.002,2626.81
"-1,633","449,5",0.03,3802,12,166,0.001,2347.20
"-1,597","451,75",0.01,3466,15,162,0.001,2046.38
"-1,573","450,5",0.04,3282,23,159,0.001,1891.14
"-1,558","450,39",0.02,3321,21,154,0.001,1938.44
"-1,576","451,86",0.04,3375,14,158,0.001,1971.03
"-1,613","455,21",0.01,3534,7,160,0.001,2088.33
"-1,638","462,22",0.05,3971,6,167,0.008,2506.22
"-1,704","483,67",0.02,4641,14,178,0.137,3129.39
"-1,764","531,7",0.02,4969,13,180,0.805,3399.19
"-1,766","538,29",0.01,5049,9,184,2.379,3478.69
"-1,651","487,85",0.02,5022,9,170,4.676,3554.26
"-1,678","467,97",0.02,4806,13,168,7.118,3316.19
"-1,656","464,83",0.03,4678,23,133,8.974,3186.34
"-1,628","462,11",0.03,4774,25,131,10.059,3311.68
"-1,617","462,22",0.05,4758,24,136,10.239,3311.19
"-1,6","458,66",0.06,4513,25,131,9.743,3079.91
"-1,594","456,04",0.04,4443,21,124,8.355,3003.11
"-1,583","456,04",0.04,4431,20,125,6.067,2998.90
"-1,578","465,67",0.04,4607,21,133,3.450,3186.91
"-1,562","482,41",0.03,4679,33,151,1.425,3303.05
"-1,582","489,84",0.04,4886,53,148,0.248,3505.56
"-1,643","494,13",0.02,4753,103,146,0.006,3358.94
"-1,681","485,45",0.04,4426,116,153,0.002,3014.47
"-1,636","462,11",0.02,3913,125,154,0.002,2555.39
"-1,61","438,88",0.01,3695,181,155,0.001,2420.18
"-1,573","440,68",0.02,3512,259,156,0.001,2354.34
"-1,538","436,8",0.03,3272,259,151,0.001,2144.14
"-1,542","432,62",0.02,3383,247,155,0.001,2243.42
"-1,553","438,79",0.05,3447,269,152,0.001,2315.06
"-1,584","442,46",0.02,3658,255,156,0.001,2484.53
"-1,628","454,08",0.05,4215,230,158,0.007,2975.59
"-1,722","478,15",0.01,4741,203,164,0.158,3385.99
"-1,767","488,83",0.03,5121,122,161,0.820,3638.21
"-1,759","496,47",0.03,5249,42,121,2.406,3654.83
"-1,756","487,05",0.02,5170,10,119,4.792,3547.11
"-1,701","480,66",0.02,5127,7,119,7.174,3559.57
"-1,679","466,53",0.02,4855,22,119,8.979,3325.55
"-1,641","459,62",0.03,4594,32,116,10.083,3110.07
"-1,615","453,03",0.03,4422,39,107,10.320,2963.22
"-1,592","449,89",0.06,4262,50,105,9.704,2834.83
"-1,579","449,16",0.04,4268,56,115,8.327,2867.22
"-1,566","449,37",0.04,4317,61,151,6.061,2969.83
"-1,596","452,09",0.06,4332,62,155,3.475,2956.39
"-1,587","464,86",0.02,4644,60,150,1.429,3268.31
"-1,597","472,29",0.03,4734,68,154,0.254,3358.89
"-1,621","478,67",0.01,4715,120,156,0.010,3369.12
"-1,621","463,29",0.01,4657,222,160,0.002,3417.75
"-1,584","449,78",0.02,4267,253,162,0.002,3097.95
"-1,508","437,54",0.04,3874,248,162,0.001,2776.43
"-1,499","446,23",0.02,3320,313,161,0.001,2295.73
"-1,485","444,77",0.05,3080,324,166,0.001,2084.42
"-1,482","444,56",0.03,3067,313,163,0.001,2062.09
"-1,501","446,02",0.06,3118,322,161,0.001,2100.87
"-1,556","448,74",0.04,3322,311,165,0.001,2241.87
"-1,597","459,91",0.08,3821,294,169,0.008,2687.11
"-1,694","467,53",0.06,4544,257,174,0.172,3281.38
"-1,737","478,29",0.03,4935,193,168,0.898,3559.16
"-1,709","483,93",0.03,5090,150,169,2.587,3702.36
