consumption,price,unspecified,hydro,wind_onshore,thermal,solar,export/import
"-1,505","397,73",0.02,4148,994,116,0.007,3752.24
"-1,44","384,63",0.02,3917,836,124,0.006,3437.17
"-1,402","383,56",0.03,3456,790,128,0.006,2972.18
"-1,411","381,2",0.03,3329,689,133,0.006,2740.34
"-1,43","376,05",0.03,3292,631,129,0.010,2623.54
"-1,434","379,91",0.01,3351,588,129,0.009,2633.02
"-1,423","383,24",0.02,3574,503,130,0.008,2784.44
"-1,484","384,53",0.02,4011,454,140,0.007,3119.89
"-1,567","386,35",0.04,4751,401,143,0.011,3727.15
"-1,672","404,92",0.02,5233,295,146,0.052,4001.95
"-1,695","405,99",0.01,5286,211,151,0.243,3953.03
"-1,691","407,17",0.01,5454,155,150,0.520,4068.53
"-1,674","405,03",0.02,5432,148,154,0.824,4060.71
"-1,663","402,99",0.01,5234,178,141,1.125,3891.94
"-1,644","397,3",0.02,4819,224,144,1.028,3543.91
"-1,617","380,77",0.02,4470,267,142,0.803,3262.34
"-1,609","372,08",0.02,3988,292,141,0.648,2812.73
"-1,607","371,76",0.02,3850,364,141,0.485,2748.51
"-1,623","379,27",0.02,4123,473,144,0.206,3117.65
"-1,639","383,45",0.02,4187,567,149,0.063,3264.29
"-1,636","382,27",0.02,4170,750,147,0.015,3430.92
"-1,651","380,66",0.01,4078,949,137,0.007,3513.21
"-1,614","378,95",0.02,3843,1123,136,0.008,3487.79
"-1,572","376,16",0.02,3645,1177,128,0.008,3378.77
"-1,504","370,9",0.03,3373,1200,123,0.008,3191.80
"-1,452","344,82",0.02,2959,1317,119,0.006,2943.72
"-1,419","354,23",0.03,2269,1326,118,0.007,2294.06
"-1,394","321,45",0.03,1755,1319,123,0.006,1802.33
"-1,383","315,45",0.03,1691,1357,130,0.006,1793.91
"-1,375","322,31",0.03,1809,1342,131,0.006,1908.32
"-1,378","342,45",0.04,2001,1335,132,0.007,2090.01
"-1,39","353,05",0.04,2173,1360,137,0.007,2279.57
"-1,393","359,26",0.03,2618,1364,133,0.009,2723.03
"-1,419","367,3",0.03,3092,1385,129,0.071,3187.90
"-1,463","372,33",0.02,3327,1363,128,0.441,3354.31
"-1,475","374,69",0.00,3307,1346,125,1.240,3304.06
"-1,48","356,16",0.01,3021,1289,124,1.885,2955.32
"-1,484","354,23",0.00,2830,1175,132,2.540,2656.29
"-1,477","353,16",0.00,2459,993,129,2.413,2107.26
"-1,463","348,55",0.02,2427,951,127,2.429,2045.09
"-1,448","347,27",0.03,2407,974,129,2.140,2063.96
"-1,449","348,34",0.02,2463,932,126,1.283,2072.74
"-1,467","353,69",0.03,2515,934,126,0.666,2108.38
"-1,48","375,65",0.02,3147,817,131,0.250,2614.55
"-1,484","377,69",0.03,3504,771,132,0.042,2922.15
"-1,492","378,65",0.02,3575,779,137,0.011,2998.97
"-1,465","376,72",0.02,3506,749,129,0.008,2918.98
"-1,429","369,01",0.03,3302,665,134,0.008,2671.75
"-1,392","354,55",0.03,2737,627,133,0.007,2105.25
"-1,335","327,34",0.02,2322,611,126,0.009,1724.49
"-1,334","324,78",0.00,1825,595,127,0.008,1213.17
"-1,331","314,09",0.02,1651,463,127,0.007,909.72
"-1,32","311,74",0.03,1729,404,126,0.008,939.65
"-1,322","312,6",0.02,1810,377,125,0.007,991.11
"-1,334","319,33",0.03,2025,380,125,0.008,1195.07
"-1,36","317,73",0.03,2075,401,128,0.007,1243.73
"-1,382","314,52",0.02,2129,432,121,0.012,1299.56
"-1,398","329,92",0.03,2289,458,119,0.132,1468.30
"-1,417","355,89",0.01,2688,376,119,0.783,1767.40
"-1,443","368,51",0.01,2996,235,119,2.151,1909.09
"-1,457","373,32",0.01,3095,134,120,4.163,1896.50
"-1,445","374,07",0.02,3057,110,123,6.686,1852.01
"-1,422","370,65",0.04,3042,88,122,8.337,1838.12
"-1,412","367,65",0.04,2977,57,120,8.929,1751.16
"-1,398","365,52",0.04,2830,43,123,8.150,1606.74
"-1,415","365,19",0.04,2892,36,130,6.250,1649.37
"-1,448","366,48",0.04,2979,31,135,3.955,1700.13
"-1,472","374,07",0.03,3460,34,140,1.482,2163.02
"-1,495","381,44",0.02,3955,66,133,0.149,2659.14
"-1,532","383,48",0.03,4006,136,117,0.011,2727.15
"-1,529","382,19",0.02,3924,209,118,0.007,2721.84
"-1,475","368,19",0.03,3668,276,118,0.011,2586.54
"-1,436","357,07",0.04,3084,283,96,0.010,2026.59
"-1,405",342,0.02,2415,335,91,0.009,1436.48
"-1,375","304,79",0.02,1839,342,90,0.011,896.31
"-1,373","290,79",0.03,1663,430,94,0.007,814.64
"-1,375","292,71",0.03,1634,476,94,0.007,828.97
"-1,388","291,96",0.03,1607,507,95,0.006,821.73
"-1,403","295,06",0.04,1826,567,95,0.008,1085.12
"-1,468","342,96",0.03,2751,614,106,0.006,2003.65
"-1,582","378,45",0.04,4232,621,116,0.010,3386.66
"-1,668","388,82",0.02,4779,606,118,0.146,3835.12
"-1,68","388,5",0.01,4873,554,113,0.701,3860.63
"-1,659","402,29",0.01,5255,463,110,1.498,4169.73
"-1,622","402,18",0.01,5049,374,102,2.008,3905.31
"-1,598","398,98",0.02,4945,347,104,2.762,3800.90
"-1,562","396,09",0.01,5050,312,108,2.879,3911.10
"-1,542","395,66",0.03,5069,272,104,2.661,3905.80
"-1,534","395,98",0.02,4856,256,102,2.265,3682.99
"-1,531","399,94",0.02,4830,201,99,1.444,3600.01
"-1,546","396,09",0.02,5019,199,98,0.624,3770.95
"-1,559","404,54",0.02,5163,159,99,0.145,3861.96
"-1,57","415,23",0.02,5248,130,97,0.020,3905.24
"-1,588","429,34",0.02,5398,120,95,0.008,4025.05
"-1,564","415,44",0.02,4925,109,82,0.009,3552.61
"-1,51","388,18",0.02,4627,87,86,0.007,3291.44
"-1,449","381,44",0.04,4413,70,80,0.007,3114.05
"-1,386","374,71",0.02,4332,59,81,0.006,3086.91
"-1,339","389,26",0.04,4153,46,76,0.007,2935.37
"-1,308","380,14",0.03,3964,32,71,0.007,2760.22
"-1,298",378,0.02,3948,33,72,0.007,2754.03
"-1,297","380,04",0.03,4023,43,67,0.006,2835.10
"-1,308","380,36",0.04,4071,61,71,0.007,2895.11
"-1,358","389,8",0.03,4482,45,72,0.009,3240.72
"-1,466","403,53",0.03,4968,29,94,0.007,3624.97
"-1,556",440,0.02,5384,28,93,0.048,3949.18
"-1,557","432,49",0.01,5472,27,95,0.201,4037.50
"-1,541","422,3",0.03,5421,11,97,0.710,3988.53
"-1,535","415,22",0.02,5260,5,93,1.474,3825.04
"-1,524","414,58",0.02,5323,2,90,1.927,3892.94
"-1,512","412,86",0.01,5359,1,97,1.764,3946.94
"-1,503","412,75",0.02,5222,1,92,1.505,3813.62
"-1,508","407,07",0.02,5157,2,103,1.158,3754.80
"-1,521","403,1",0.01,5213,2,118,0.756,3812.54
"-1,533","403,1",0.02,5215,4,125,0.472,3810.80
"-1,546","414,79",0.02,5254,5,141,0.195,3854.42
"-1,538","423,69",0.01,5196,9,143,0.024,3811.61
"-1,552","439,89",0.01,5377,11,143,0.005,3978.62
"-1,527","437,42",0.00,5045,12,140,0.006,3670.29
"-1,487","401,81",0.00,4636,13,137,0.004,3298.37
"-1,438","388,62",0.01,4571,13,131,0.008,3277.38
"-1,372","372,42",0.02,4139,16,122,0.005,2904.12
"-1,332","375,94",0.01,3659,19,118,0.005,2464.27
"-1,314","363,43",0.01,3400,14,119,0.006,2219.99
"-1,31","361,5",0.01,3440,11,115,0.004,2256.38
"-1,315","366,21",0.03,3582,17,115,0.005,2399.04
"-1,333","374,01",0.01,3821,17,116,0.005,2620.50
"-1,394","389,3",0.01,4442,29,121,0.004,3198.35
"-1,52","407,69",0.01,5062,21,121,0.005,3683.76
"-1,596","422,34",0.02,5274,37,130,0.308,3844.98
"-1,616","440,63",0.00,5299,31,134,0.401,3847.47
"-1,611","430,25",0.00,5159,10,132,0.674,3691.27
"-1,604","425,55",0.01,5384,6,149,1.389,3935.59
"-1,591","411,44",0.01,5437,10,144,1.753,4002.59
"-1,569","405,98",0.01,5380,14,138,2.088,3965.62
"-1,471","396,79",0.02,5372,33,137,2.281,4073.78
"-1,521","395,83",0.02,5407,63,143,2.629,4095.00
"-1,516","394,86",0.01,5388,94,141,2.651,4109.18
"-1,519","392,72",0.00,5240,98,145,1.673,3965.93
"-1,525","396,57",0.00,5210,136,149,0.622,3970.76
"-1,523","395,61",0.00,4943,201,144,0.052,3764.33
"-1,554","399,03",0.00,4817,264,141,0.005,3668.36
"-1,535","392,51",0.00,4631,293,137,0.005,3526.48
"-1,506","384,81",0.00,4590,334,130,0.005,3547.73
"-1,455","376,47",0.00,4186,387,128,0.006,3246.64
"-1,393","370,7",0.02,3878,423,126,0.006,3034.49
"-1,342","365,16",0.01,3405,447,125,0.006,2634.90
"-1,284","351,7",0.00,2904,508,129,0.005,2256.68
"-1,282","341,23",0.01,2912,533,126,0.006,2288.16
"-1,302","345,4",0.02,2879,517,126,0.006,2219.96
"-1,335","351,59",0.00,2989,467,126,0.007,2247.05
"-1,392","372,85",0.00,3643,327,130,0.006,2707.50
"-1,509","384,29",0.01,4692,241,138,0.006,3561.54
"-1,579","410,03",0.01,5123,209,144,0.089,3896.98
"-1,59","415,05",0.00,5329,163,133,0.769,4035.87
"-1,572","411,74",0.01,5235,92,130,2.323,3886.82
"-1,568","400,95",0.00,5353,52,128,4.379,3968.91
"-1,565","402,77",0.01,5332,30,129,6.290,3932.58
"-1,552","398,49",0.01,4930,26,124,7.648,3536.09
"-1,53","396,46",0.01,4760,29,104,8.014,3370.72
"-1,506","393,15",0.03,4549,29,108,7.269,3187.69
"-1,514","389,63",0.03,4568,28,106,5.464,3193.47
"-1,52","390,38",0.02,4612,29,104,2.994,3227.66
"-1,511","402,02",0.01,4850,49,105,0.918,3494.50
"-1,524","400,52",0.00,4825,102,104,0.058,3507.25
"-1,559","409,71",0.01,4748,150,104,0.007,3442.79
"-1,546","390,91",0.01,4460,187,100,0.006,3200.93
"-1,498","376,59",0.01,4022,211,104,0.006,2839.63
"-1,453","353,73",0.01,3359,209,98,0.005,2212.25
"-1,384","333,75",0.02,2852,231,100,0.005,1799.18
"-1,335","330,58",0.01,2348,264,105,0.006,1381.67
"-1,293","323,65",0.02,2070,235,104,0.010,1117.07
"-1,285","317,47",0.01,2023,194,100,0.009,1032.42
"-1,297","326,32",0.02,2066,150,101,0.009,1021.07
"-1,332","333,46",0.01,2135,140,102,0.010,1044.93
"-1,401","340,71",0.03,2793,135,104,0.011,1631.69
"-1,515","372,48",0.01,4401,154,108,0.010,3146.97
"-1,603","378,23",0.00,4991,192,111,0.070,3690.60
"-1,594","381,75",0.01,5047,201,106,0.468,3759.36
"-1,576","380,58",0.01,4982,190,113,1.466,3710.14
"-1,55","379,19",0.01,4879,181,113,2.942,3625.50
"-1,536","376,64",0.01,4748,215,112,4.467,3542.53
"-1,508","385,91",0.00,4560,244,111,5.089,3411.25
"-1,49","380,79",0.00,4429,283,113,5.067,3340.71
"-1,458","367,36",0.00,4311,267,111,4.102,3235.27
"-1,392","361,82",0.01,4159,242,112,2.758,3123.85
"-1,441","370,45",0.01,4380,250,119,1.447,3309.57
"-1,468","377,06",0.01,4576,303,123,0.403,3534.33
"-1,482","370,77",0.01,4532,455,121,0.030,3626.53
"-1,486","370,35",0.00,4533,551,117,0.007,3713.92
"-1,459","363,95",0.00,4251,555,117,0.006,3464.30
"-1,421","363,31",0.00,4072,626,121,0.009,3397.59
"-1,365","351,9",0.01,3341,618,116,0.013,2708.94
"-1,323","331,12",0.02,2655,590,117,0.013,2039.56
"-1,293","337,64",0.00,2069,637,116,0.012,1528.54
"-1,273","334,11",0.01,1652,642,122,0.012,1143.45
"-1,261","319,45",0.02,1594,663,117,0.012,1112.50
"-1,25","308,1",0.00,1653,703,117,0.013,1223.70
"-1,252","308,85",0.02,1591,682,128,0.009,1148.52
"-1,268","325,87",0.01,1662,695,129,0.005,1218.52
"-1,29","318,59",0.00,1865,754,132,0.006,1461.34
"-1,313","321,16",0.02,2068,859,131,0.052,1745.13
"-1,382","352,3",0.01,2491,837,119,0.238,2065.38
"-1,405","357,01",0.01,2899,847,121,0.632,2462.97
"-1,422","343,53",0.01,3037,809,120,1.258,2544.55
"-1,398","339,03",0.01,2979,811,117,1.745,2510.27
"-1,39","336,36",0.00,3049,754,119,1.794,2534.15
"-1,391","334,43",0.00,3045,693,114,1.942,2462.71
"-1,401","332,72",0.00,3049,627,96,1.551,2374.03
"-1,398","332,29",0.00,2980,594,98,0.961,2276.06
"-1,414","335,61",0.02,3029,582,103,0.327,2301.40
"-1,433","345,45",0.00,3121,574,118,0.043,2378.95
"-1,449","359,69",0.01,3519,537,117,0.005,2725.03
"-1,461","362,9",0.01,3624,601,117,0.008,2881.46
"-1,427","352,2",0.01,3320,618,118,0.006,2629.75
"-1,394","326,4",0.01,2878,595,121,0.007,2199.94
"-1,368","317,84",0.00,2500,536,120,0.004,1788.24
"-1,323","319,45",0.00,2376,472,119,0.006,1643.35
"-1,295","329,78",0.01,1815,427,118,0.005,1064.72
"-1,278","322,91",0.02,1774,342,121,0.105,959.12
"-1,27","306,81",0.01,1758,281,117,0.105,884.96
"-1,26","294,47",0.01,1613,301,118,0.106,773.37
"-1,239","297,48",0.02,1600,322,118,0.104,800.76
"-1,245","304,35",0.01,1701,333,121,0.104,910.67
"-1,274","309,6",0.01,1872,313,122,0.107,1033.24
"-1,288","316,9",0.02,2009,291,125,0.121,1136.96
"-1,327","325,81",0.00,2262,289,119,0.201,1342.35
"-1,359","338,04",0.00,2463,325,121,0.650,1550.25
"-1,363","343,52",0.01,2476,357,113,1.164,1583.68
"-1,371","342,33",0.01,2622,378,118,1.465,1747.79
"-1,377","341,26",0.01,3364,360,121,1.456,2468.98
"-1,365","339,44",0.01,3489,339,118,1.280,2581.78
"-1,349","339,65",0.00,3477,339,117,1.267,2585.50
"-1,357","338,58",0.01,3553,322,99,1.162,2619.16
"-1,393","340,4",0.01,3624,348,95,0.780,2675.58
"-1,415","348,13",0.01,3750,469,94,0.473,2897.88
"-1,431","358,97",0.01,3884,589,94,0.153,3136.79
"-1,446","366,27",0.00,4009,748,101,0.108,3411.53
"-1,434","363,05",0.00,3982,757,103,0.107,3408.98
"-1,398","353,17",0.00,3875,795,100,0.106,3370.72
"-1,357","342,76",0.01,3572,833,87,0.106,3136.37
"-1,312","318,73",0.01,2870,1034,103,0.106,2694.20
"-1,294","308,64",0.02,2212,954,103,0.104,1974.65
"-1,287","293,18",0.02,1969,980,102,0.007,1763.96
"-1,291","287,93",0.03,2057,974,106,0.005,1845.47
"-1,3","291,15",0.02,2005,975,111,0.007,1791.04
"-1,312","300,16",0.02,2070,927,111,0.006,1796.33
"-1,338","334,93",0.03,2640,783,114,0.009,2198.21
"-1,495","358,54",0.01,3454,710,114,0.007,2783.30
"-1,589","370,99",0.01,3924,634,126,0.029,3095.03
"-1,616","391,91",0.01,4027,499,121,0.233,3030.06
"-1,611","366,59",0.01,3978,333,117,0.633,2818.30
"-1,598","368,41",0.01,4038,206,125,1.281,2771.74
"-1,594","363,05",0.02,4011,143,131,1.920,2693.54
"-1,586","362,83",0.01,3974,113,135,2.128,2637.88
"-1,58","361,97",0.00,3977,124,133,2.150,2657.65
"-1,573","360,26",0.00,3905,142,130,1.551,2605.07
"-1,571","357,14",0.00,4007,149,135,0.730,2720.90
"-1,577","359,4",0.00,3867,145,138,0.222,2572.82
"-1,567","370,45",0.00,3874,122,136,0.052,2565.46
"-1,575","373,78",0.00,4047,152,134,0.011,2758.48
"-1,577",377,0.00,4159,216,131,0.008,2927.96
"-1,541","375,92",0.00,4074,303,122,0.009,2958.35
"-1,501","368,95",0.00,3857,391,121,0.007,2868.30
"-1,464","361,33",0.01,3569,432,115,0.009,2651.49
"-1,41","345,55",0.01,3044,523,114,0.007,2270.49
"-1,384","343,66",0.01,2657,662,111,0.008,2045.20
"-1,371","334,87",0.00,2392,847,116,0.007,1984.79
"-1,375","321,8",0.01,2211,1070,121,0.007,2027.60
"-1,379","323,52",0.00,2260,1295,127,0.008,2302.89
"-1,401","322,77",0.00,2263,1525,135,0.010,2522.11
"-1,461","353,62",0.01,2766,1680,136,0.008,3120.79
"-1,585","365,3",0.00,3826,1819,135,0.009,4194.78
"-1,652","377,51",0.00,4401,1807,129,0.013,4685.73
"-1,661","379,22",0.00,4463,1869,129,0.056,4800.00
"-1,673","378,26",0.00,4481,1900,124,0.116,4832.73
"-1,683","377,19",0.01,4444,1843,119,0.192,4723.55
"-1,685","375,69",0.00,4317,1798,113,0.368,4543.70
"-1,674","374,83",0.00,4206,1782,120,0.482,4435.18
"-1,586","373,54",0.00,4083,1802,129,0.490,4428.26
"-1,66","374,29",0.00,3903,1946,136,0.400,4324.98
"-1,678","374,19",0.00,4027,1971,136,0.144,4455.01
"-1,676","373,97",0.00,3925,1993,138,0.058,4379.58
"-1,667","374,4",0.00,4079,1978,137,0.022,4526.44
"-1,65","374,29",0.00,4239,2020,138,0.006,4747.13
"-1,643","375,9",0.00,4290,2051,134,0.007,4831.46
"-1,61","376,22",0.01,4089,2070,132,0.006,4680.14
"-1,568","369,8",0.00,3978,2074,129,0.006,4611.97
"-1,522","364,01",0.01,3696,2075,127,0.007,4375.53
"-1,466","351,91",0.01,3176,2104,130,0.008,3944.78
"-1,408","350,88",0.01,2762,2076,130,0.007,3559.79
"-1,384","334,79",0.02,2681,2082,130,0.008,3509.08
"-1,354","334,14",0.01,2567,2076,136,0.008,3425.12
"-1,357","338,24",0.01,2441,2071,135,0.008,3290.18
"-1,4","347,75",0.02,2429,2049,136,0.006,3213.59
"-1,456","365,03",0.01,3136,2037,126,0.007,3843.20
"-1,591","377,66",0.01,3912,2050,127,0.008,4498.01
"-1,669","382,85",0.01,4287,2035,121,0.014,4774.01
"-1,701","386,3",0.00,4459,1897,116,0.050,4770.97
"-1,703","386,41",1.33,4515,1812,119,0.145,4745.05
"-1,696","387,38",1.72,4543,1780,114,0.355,4742.96
"-1,717","387,81",0.01,4506,1676,110,0.785,4574.77
"-1,69","391,81",0.01,4548,1548,112,1.244,4518.72
"-1,689","384,25",0.01,4414,1309,117,1.451,4152.91
"-1,69","380,36",0.01,4431,1162,82,1.218,3986.88
"-1,659","377,12",0.01,4351,985,66,0.630,3743.40
"-1,656","379,82",0.00,4432,906,46,0.219,3728.02
"-1,662","390,95",0.00,4630,825,46,0.045,3838.63
"-1,685","391,38",0.01,4760,746,43,0.010,3863.69
"-1,705","396,02",0.00,4739,724,42,0.008,3800.50
"-1,671","394,29",0.00,4474,741,43,0.008,3587.03
"-1,656","388,25",0.00,4347,731,42,0.008,3464.73
"-1,638","374,64",0.02,3812,756,41,0.008,2970.82
"-1,593","356,17",0.02,3199,727,39,0.007,2372.11
"-1,547","360,54",0.04,3017,731,38,0.009,2240.13
"-1,528","349,08",0.02,2810,749,39,0.009,2069.93
"-1,529","324,97",0.03,2685,717,37,0.007,1910.57
"-1,514","324,97",0.03,2658,706,35,0.009,1885.83
"-1,509",356,0.02,2996,704,35,0.008,2225.89
"-1,562","366,92",0.04,3698,669,39,0.009,2843.76
"-1,688","385,94",0.01,4285,708,42,0.008,3346.27
"-1,769","397,83",0.01,4715,735,45,0.021,3725.58
"-1,781","408,75",0.01,4819,742,44,0.123,3825.19
"-1,782","407,56",0.01,4937,733,42,0.611,3931.25
"-1,755","405,94",0.00,5039,734,43,1.312,4061.59
"-1,743","404,97",0.00,4941,737,43,1.978,3980.24
"-1,731","403,02",0.01,4867,737,42,2.103,3917.75
"-1,739","400,97",0.00,4861,742,42,1.989,3908.13
"-1,748","397,19",0.00,4786,770,40,1.816,3850.11
"-1,765","398,05",0.02,4865,778,43,1.385,3922.89
"-1,775","398,27",0.02,4922,789,46,0.657,3981.77
"-1,788","398,91",0.02,4940,739,48,0.113,3939.48
"-1,757","399,78",0.01,4992,818,46,0.011,4099.00
"-1,766","401,51",0.00,4974,970,46,0.009,4224.62
"-1,743","397,29",0.01,4797,1049,46,0.008,4148.29
"-1,704","390,37",0.02,4849,1012,47,0.008,4203.85
"-1,646","389,73",0.03,4681,1014,47,0.009,4096.36
"-1,582","379,78",0.03,4263,993,48,0.009,3720.76
"-1,539","394,21",0.02,4101,887,47,0.009,3495.41
"-1,523","378,93",0.01,3752,817,51,0.009,3098.19
"-1,547","370,48",0.04,3642,771,46,0.011,2910.68
"-1,545","366,14",0.03,3639,757,54,0.010,2903.91
"-1,573","376,22",0.02,3903,755,55,0.009,3140.15
"-1,643","386,52",0.01,4279,735,54,0.011,3425.21
"-1,782","401,04",0.03,4887,709,65,0.009,3878.81
"-1,873","409,28",0.01,5181,651,60,0.020,4018.85
"-1,914","421,42",0.00,5214,586,72,0.151,3958.02
"-1,928","421,2",0.01,5191,459,75,0.609,3797.55
"-1,907","421,42",0.01,5086,400,81,1.500,3662.13
"-1,886","416,98",0.01,5054,385,78,2.554,3633.21
"-1,85","412,97",0.02,5018,379,76,4.237,3627.72
"-1,824","411,01",0.03,4980,375,82,5.058,3618.21
"-1,803","406,79",0.02,5066,342,80,3.912,3688.40
"-1,796","404,08",0.00,5076,352,86,2.226,3721.23
"-1,788","403,64",0.00,5096,322,76,1.098,3707.11
"-1,801","406,25",0.02,5091,302,78,0.207,3670.97
"-1,826","407,65",0.02,5145,376,83,0.017,3778.28
"-1,814","408,52",0.01,5149,443,81,0.011,3858.52
